LEMMA,TAG,SENTENCE,,
faðir,nkee,Og eitt sinn er Ingjaldur var að veislu,föður,Þorsteini þá rann sveinninn Ingimundur að Ingjaldi
ferð,nveeg,» Bolli svarar,ferðarinnar,
ferð,nvfe,« Síðan eg var,ferða,hefi eg jafnan sjálfráði verið ferða minna og svo mun enn
ferð,nvfe,skilvísa og skjóta í viðbragði og kunni vel fyrir mönnum að sjá og,ferða,ferða að skipa
ferð,nveeg,Svo þeir allir er til þessar ferðar ráðast með honum skulu eiga,ferðarinnar,mína vináttu fullkomna
ferð,nvee,Það er upp,ferðar,Svínavatni
ferð,nvfe,Hann sagði þeim nú til ferða hans og,ferða,ekki mundu verða vænna en svo « er hann er við hinn þriðja mann
ferð,nvfe,Vinir,ferða,spurðu til ferða Þorvalds og söfnuðu liði og komu á Mýrar er Þorvaldur var nýkominn og leituðu um sættir
ferð,nvee,» Nú er þar til,ferðar,að taka er Hallgerður er að hún kvaddi til ferðar með sér Ljót hinn svarta frænda sinn og bað hann söðla hesta þeirra « og vil eg ríða heim til föður míns
ferð,nvee,En nú mun eg fara til Vatnsfjarðar á fund Vermundar og segja þessi,ferðar,en þér skuluð mín heima bíða
ferð,nvee,Munt þú þurfa að vanda til ferðar þessar bæði skip og menn,ferðar,
ferð,nvee,En,ferðar,er borin von og mun eg því ekki biðja hann til þessarar ferðar
ferð,nvee,og fékk honum umboð sitt að skipa jarðir þær er Egill átti í Sogni og,ferðar,Hörðalandi og bað hann selja ef kaupendur væru til
ferð,nvee,Kenndi hann sumum fjörráð en sumum svik og illvilja en ekki til,ferðar,og atmæli við sig en þóttist vanafli til að reisa ófrið í móti svo miklu fjölmenni sem héraðið byggði en kvaðst víst eigi una að svo búið stæði
ferð,nvee,Hefir Þorgils það til mælt,ferðar,að hann næði ráðahag við mig
ferð,nvee,Skírdag,ferðar,um morguninn býst Þorkell til ferðar
ferð,nvee,» En við þessi ummæli,ferðar,þá er það sagt að drottning sjálf fyrst að upphafi latti á alla vega þessar ferðar og sagði
ferð,nvee,Þótti Birni þá gerast nokkur von til uppreistar um ríki Ólafs konungs ef hann kæmi til,ferðar,að þá væri þar höfðingjalaust fyrir
ferð,nvee,» Bessi sprettur þá upp,ferðar,
ferð,nvee,Bergur tók vel,ferðar,því
ferð,nvee,En þó varð eg við engan háska var og er það eigi mark því að mér eru hér allar,ferðar,kunnar og veik eg hjá alls staðar þar er spellvirkjabælin eru vön að vera
ferð,nvee,En er Þórólfur var,ferðar,tvítugsaldri þá bjóst hann í hernað
ferð,nvfe,Síðan lætur Þorsteinn,ferða,kveðja og komu þar allir byggðarmenn úr þeim héruðum
ferð,nvee,Er það helst við,ferðar,manna að gylfrum gangi vináttan
ferð,nvee,Var þar skipaður til Magnús Jónsson og voru þeir sex af Þorvarðs,ferðar,
ferð,nvee,þeirra tveggja skipsagna er engi,ferðar,hafði af komist
ferð,nvfe,Var það og allra manna mál að engi hefði slíkur,ferða,komið af Íslandi sem Kjartan
ferð,nvfe,Óttar vandaði um við Ingólf og bað hann létta af komum,ferða,
ferð,nvee,Bræður,ferðar,buðust til ferðar með honum
ferð,nvee,Og kom Auðgísli fyrir lítið að hafa mig dýrt leigt til ferðar með sér ef eg skyldi eigi hefna dráps hans en fjörráða við mig,ferðar,
ferð,nvee,En er þeir komu til,ferðar,þá báru þeir fram fyrir jarl jartegnir þær er þeir jarlinn og Sighvatur höfðu gert með sér að skilnaði
ferð,nvee,Honum þótti þá gerast dauflegt heima er alþýða,ferðar,var á brott farin
ferð,nvee,Kollur frá Lundi var boðinn til,ferðar,einnhver virðingamestur
ferð,nvee,» Brá hann sverði og drap hann síðan ármanninn en hann tók hestinn og bað sveininn,ferðar,á bak en Steinn settist í sleðann
ferð,nvee,» Bolli segir það ekki,ferðar,munu
ferð,nvee,Og er hann skyldi heim færa skipið tók hann vestanveður mikið og sveif þeim inn um Þórsnes og lentu í Þingskálanesi og settu þar upp skipið í Gruflunaust og gengu þaðan út yfir ásana til Bakka og fóru þaðan á,ferðar,heim
ferð,nvee,» Litlu síðar boðar Helgi til,ferðar,landsetum sínum og ákveður hann þessa til ferðar með sér og húskarla sína og gesti og fór í skóg þann er þeir Þormóður áttu báðir saman og hjuggu upp allan skóginn og drógu hvert tré heim til Hofs
ferð,nvee,En er þeir skildust seldi konungur í hendur Þórólfi exi er hann,ferðar,vilja Skalla-Grími
ferð,nvee,» Og nú býst Ólafur konungur til ferðar þessarar og hefir hann níu skip og góða skipan og fara þeir með honum Tófi og Egill og er nú ekki getið um ferð konungs áður hann kemur í Limafjörð,ferðar,
ferð,nvee,En Egill og Gunnlaugur prestur létu járna,ferðar,þeirra með slíku sem til fékkst
ferð,nvee,fundar við hann,ferðar,hans margir
ferð,nvee,Kom það ásamt með þeim að Norðmönnum voru orð ger og stefnt þeim þannug á,ferðar,Jarisleifs konungs og þeirra Magnúss
ferð,nvee,Var þá Eiríkur konungur,ferðar,og búinn til ferðar og var hann heldur ókátur
ferð,nveeg,Nú fór hann,ferðarinnar,uns hann kemur suður í Rómaborg
ferð,nvee,Og þann sama dag er til boðsins skyldi koma búast þeir,ferðar,
ferð,nvee,En kveðja mín mun honum þykja,ferðar,verð
ferð,nvee,kvaðst aldrei hefnt þykja,ferðar,nema Bolli kæmi fyrir
ferð,nvee,Þeir kvöddu þá Styr og Vermund frændur sína til þessar ferðar og voru þá saman átta tigir manna,ferðar,þá Styr og Vermund frændur sína til þessar ferðar og voru þá saman átta tigir manna
ferð,nvee,Réðst þá til ferðar með Atla Grímur Þórhallsson,ferðar,
ferð,nvee,Og snemmendis um vorið sendir konungur skip vestur um haf á fund Þorfinns jarls og orðsending að,ferðar,skyldi koma austur á konungsfund
ferð,nvee,En ef eg hefi þér mein gert,ferðar,og kanntu mér óþökk fyrir þetta verk þá mun mér kostlaust vera því að hafa mun eg svo margra manna óþökk og fjandskap fyrir þetta verk að eg mundi heldur þurfa að hafa yðart traust og vináttu
ferð,nvfe,þeirra,ferða,Rannveig
ferð,nvee,Fer hún heim til,ferðar,og segir þeim Þorgeiri hversu farið hafði með þeim Vermundi
ferð,nvee,Otkell kvaddi bræður,ferðar,og Skammkel að ríða til Hlíðarenda stefnuför
ferð,nvee,Þorsteinn drómundur var ríkur,ferðar,hina mestu virðing
ferð,nvee,Hafði hann látið heita mungát út þar,ferðar,
frændi,nkee,,frænda,er annaðhvort um Eyjólf frænda okkarn að hann býr yfir miklu í sínu brjósti eða hann hendir þá nokkura hluti er betra væri skarð í ætt vorri en þar sem nú situr hann
frændi,nkee,« Þar er þú spurðir eftir um lögmenn þá mun eg þér því skjótt svara að sá er engi í vorum flokki og,frænda,veit eg von nema Þorkels Geitissonar frænda þíns
frændi,nkfe,Þeir riðu um skóg þykkvan,frænda,
frændi,nkfe,En yfir þeim eignum sitja útlendir menn er átti minn faðir og hans faðir og hver eftir annan vorra,frænda,og em eg óðalborinn til
frændi,nkfe,lét hún þar fjandskap í móti koma og,frænda,skilið við Þórð godda og fór hún til frænda sinna og sagði þeim þetta
frændi,nkfe,Og var það nú,frænda,erindi að fara á fund frænda sinna
frændi,nkee,Kenndi hver þeirra öðrum fyrirmannanna en þó gnuddi þetta mest,frænda,Sturlu
frændi,nkfe,Fékk hann af Haraldi Sigurðarsyni hinn mesta heiður því að hann virti frændsemi við hann og hans ráðum hefir Þorsteinn fram farið að því er,frænda,ætla
frændi,nkee,Þar er,frænda,að segja að Miðfjarðar-Skeggi frétti norðan fall Össurar frænda síns
frændi,nkfe,« Gjörla sé eg erindi þeirra frænda,frænda,
frændi,nkee,« Ef svo er bóndi sem þú segir að vér munum ekki fá kornkaup þá mun eigi minna mitt erindi en hafa kynnisókn,frænda,Sóla og sjá híbýli Erlings frænda míns
frændi,nkee,Þar bjó Már prestur Þormóðsson,frænda,hans og Hafliða Mássonar og sagði Grímur honum hvað títt var
frændi,nkee,á fund Valdimars konungs frænda síns,frænda,
frændi,nkfe,Fer Þormóður þá til,frænda,en Þorgeir ætlaði að fara suður á Reykjanes til frænda sinna
frændi,nkee,Gunnar spurði Tófa hverju er,frænda,vildi að hann launaði honum
frændi,nkee,Eftir fall,frænda,höfðingja eignaðist Haraldur konungur með kraft og framkvæmd Guttorms frænda síns Hringaríki og Heiðmörk
frændi,nkee,» Þeir Ásgrímur litu til hans og var andlit,frænda,sem í blóð sæi en stórt hagl hraut úr augum honum
frændi,nkfe,Er það og líkast að þú fylgir,frænda,athöfn og fari þar eljun eftir og öll tilræði því að eigi viltu víkjast eftir atferðum hinna fyrri frænda þinna og sýnir þig eftir því sem þú ert ásýndum og mun hugur fylgja vexti
frændi,nkfe,Þann draum réð fóstra hennar enn til barngetnaðar þeirra á milli og mundi vera,frænda,og lifa eftir ætt stór er henni sýndist limamargt tréið « en þar er þér þótti það bera blóma mikinn mun merkja siðaskipti það er koma mun og mun hennar afkvæmi hafa þá trú sem þá er boðin og mun sú betri
frændi,nkee,« að vér höfum hér ekki liðs við,frænda,þegar er hann slæst á svikræði við oss
frændi,nkee,Þau fóru til Íslands og komu í Arnarfjörð,frænda,síðar en Örn
frændi,nkee,Honum bregður mjög við og segir Þorgrími leynilega,frænda,skilnaði þeirra Þorvarðar frænda hans
frændi,nkee,hvort það hefði gert verið að ráði frænda,frænda,
frændi,nkee,Fannst það brátt í ræðu Hákonar að honum þótti sér skylda mikil,frænda,vera að hefna Eindriða frænda síns
fundur,nkee,Þenna aftan gengu þeir Grímur úr jarðhúsinu og heim til,fundar,og ganga inn í fjósdyr
fundur,nkeeg,Hann hljóp úr flokki,fundarins,ofan á garðinn snemma fundarins
fundur,nkee,Hávar sér ferð þeirra og kennir,fundar,
fundur,nkee,» Nú fara þeir til skips með feng,fundar,
fundur,nkee,Og þegar um kveldið er Þórólfur var þar kominn gengur,fundar,til fundar við Vigdísi og segir henni til sinna vandræða og biður hana ásjá
fundur,nkee,« Þormóður skógarmaður vor er á firðinum einn,fundar,skipi og skulum vér fara til fundar við hann
fundur,nkee,En þá var mjög á liðið sumar og hétu þeir mörgu að þá bæri úr hafinu,fundar,
fundur,nkee,Og þá er þeir voru mjög búnir reri að þeim maður,fundar,báti og festi bátinn við skipið en gekk síðan upp á skipið til fundar við Kolbein
fundur,nkee,» Gekk þá Gunnar í,fundar,
fundur,nkee,Nú skal,fundar,til hætta heldur en eigi finnumst vér
fundur,nkee,En eftir um vorið bjó hann skip,fundar,til Íslands og gekk honum ei lengra en út til Niðaróss og lá þar um stund
fundur,nkee,Þeir Kolbeinn beiddu Ámunda að hann færi til,fundar,með þeim
fundur,nkee,Svo gerir hann,fundar,
fundur,nkee,að hér muni vel bera til um hefnd,fundar,þeir hafa lengi nú áður rekist undan oss í sumar
fundur,nkee,Þetta sumar voru þingdeildir,fundar,
fundur,nkee,En er Þórólfur varð,fundar,vís þá stóð hann upp og gekk til fundar við Egil og spurði með hverju móti hann hafði undan komist eða hvað til tíðinda hefði orðið í ferð hans
fundur,nkee,En þeim sýndist sem ekki mundi stoða að gera of þeirra,fundar,ef Þorvaldur væri eigi við
fundur,nkee,» Nú ríður Glúmur heim til Þverár með sínum mönnum og ekki bjó hann þetta,fundar,til
fundur,nkee,Mærin var ókát og grét einart um,fundar,
fundur,nkee,« var eigi þess von fyrir slíkan,fundar,sem Vésteinn var að nokkur mannhefnd mundi fyrir koma
fundur,nkee,Það er sagt einn dag er þeir feðgar Höskuldur og Ólafur gengu,fundar,búð og til fundar við Egil
fundur,nkee,En er Ólafur fór af Staðarhóli og suður til Eyra þá tók hann hest fyrir Snorra,fundar,Múla því að hann nennti illa að ganga og ríður uns hann kemur til fundar við Árna og tekur hann við honum og lætur hann vera þar á laun
fundur,nkee,Vildi Kálfur og synir Erlings að þeir færu öllu,fundar,inn til bæjarins og létu þá skeika að sköpuðu en Þorbergur vildi að fyrst væri með vægð farið og láta boð bjóða
fundur,nkee,og sagði þeim skipkomu í Hvítá og var þar kominn út Össur föðurbróðir,fundar,og vildi að Hrútur kæmi til fundar við hann sem fyrst
fundur,nkee,því að eg kann kappi Magnúss konungs að heldur mun hann missa,fundar,en taka af oss afarkosti
fundur,nkee,Gerðist hann nú svo vinsæll af byggðarmönnum að allir biðja honum,fundar,utan Þorbjörn
fundur,nkee,Mun þér það hæfa að hafa eigi alla oss í fangi,fundar,
fundur,nkee,Hittu þeir Ásgrím Gilsson er kallaður var baulufótur,fundar,
fundur,nkeeg,Land hafði hann átt að Steðja og hafra,fundarins,er Þórir varðveitti og ætlaði hann þá og til reka fundarins
fundur,nkee,Geitir spyr þetta og fer til fundar við Guðmund og býður,fundar,að taka fé til vinfengis
fundur,nkee,Þorbergur var hins fúsari að leggjast eigi ferð undir,fundar,
fundur,nkee,Böðvar sendi menn til fundar við Pál um veturinn og beiddist lands þess er tæki fjóra tigu hundraða fyrir hennar hönd,fundar,betur sóma að hún væri nokkurn veginn frá leyst
fundur,nkee,Oddur Sveinbjarnarson og enn fleiri þingmenn,fundar,fóru suður um heiði til fundar við hann og ætluðu að hann mundi veita Lofti
fundur,nkee,Vildi eg nú leita mér,fundar,er mikill væri fyrir sér
fundur,nkee,Þórður sagði þá,fundar,á að reyna hvatleik manna og vopnfimi
fé,nhee,annað,fjár,að ráðast í hernað eða afla fjár og sóma með einhverjum atferðum þeim er nokkur mannhætta var í
fé,nhee,« Hví skulum vér svo lengi bíða matar í,fjár,
fé,nhee,« Dýrt er drottins,fjár,
fé,nhee,Þá mælti húsfreyja,fjár,
fé,nhee,Kom þar niður tal,fjár,að hún sagði honum hversu þungt henni féll til fjár
fé,nhee,Hann bað og víða fjár og svo lét hann aðra fara,fjár,
fé,nhee,En aðrir þrælar hans höfðu það verk að höggva stóra hella á,fjár,Geirs að geyma þar í fénað og fóður
fé,nhee,fyrst sakir,fjár,að þú ert kostameiri fyrir fjár sakir og annars afla en hver annarra minna venslamanna
fé,nhee,Alls drápu þeir nær hundrað,fjár,og tóku þar ógrynni fjár og komu aftur um vorið við svo búið
fé,nhee,Fór Aron þá vestur í fjörðu og,fjár,til vígsbótanna og hann fékk nokkuð
fé,nhee,Nú sigla þeir í haf og komu til Eiríksfjarðar skipi sínu heilu og voru þar um,fjár,
fé,nhee,Hann var í hernaði,fjár,sumrum og aflaði fjár og virðingar en sat heima að búm sínum að vetrum og þótti hinn mesti sómamaður
fé,nhee,biður Þórð ekki halda,fjár,fé þessu « því að þú Þórður
fé,nhee,Bjó þá Ögmundur skip sitt og fór út til,fjár,um sumarið og hafði aflað mikils fjár í ferð þessi
fé,nhee,« Spurt hefi eg til,fjár,er Björgólfur heitir
fé,nhee,» Dótta svaraði,fjár,
fé,nhee,« Hrafn frændi minn vill biðja Helgu dóttur þinnar og er þér kunnig ætt,fjár,og auður fjár og menning góð
fé,nhee,Sjá þeir að björninn liggur þar,fjár,hefir sauð undir
fé,nhee,fékk Ástu,fjár,Guðbrands kúlu
fé,nhee,Ásauðar þess naut hann illa og gekk brott,fjár,honum
fé,nhee,Svo er sagt að Karl fær sér eina skútu,fjár,suður með landi þar til að þeir koma að einni eyju
fé,nhee,« Ekki fékk eg nú minna til bús en vant var og entist þá allt á,fjár,fram
fé,nhee,« Þá mun fara verr og munum vér allt að einu hafa heyið þó að þú bannir en leggja verð í staðinn og njóta,fjár,að vér erum fleiri
fé,nhee,« Vildi eg,fjár,
fé,nhee,Muntu heyrt hafa þar fyrr um rætt að eg kallaði mér arf Bjarnar hölds er Berg-Önundur,fjár,þinn hélt fyrir mér
fé,nhee,Og er þeir voru búnir til ferðar þá þakka þeir henni þarvist,fjár,og allan velgerning þann er hún hafði þeim veitt
fé,nhee,Vetri,fjár,varð sá atburður að þrælar nokkurir brutu haug til fjár sér en Þorgils kom að þeim og kvað það ekki vera þeirra fé og tók af þeim þrjár merkur en hrakti þá sjálfa
fé,nhee,Því máli var eigi fjarri tekið en þó sagði Ósvífur að það mundi,fjár,kostum finna að þau Guðrún voru eigi jafnmenni
fé,nhee,Hefir þeim og gott til fjár orðið,fjár,
fé,nhee,hann nam,fjár,á milli Reistargnúps og Rauðagnúps og bjó í Leirhöfn
fé,nhee,En hver þeirra er kom á fund,fjár,og hann vildi þýðast þá fengu allir af honum fullar hendur fjár
fé,nhee,Tók hann þá,fjár,Hyrnings og strauk með glófunum og tók þegar úr allan verkinn
fé,nhee,Lét hann þar geyma um vetrum fjár síns,fjár,
fé,nhee,Hildiríður var erfingi Högna og tók hún og synir,fjár,arf eftir hann og bjuggu þá í Leku og höfðu auð fjár
fé,nhee,« Eg var með báðum þeim,fjár,í kærleikum miklum og var mér hvorstveggja skaplyndi kunnigt
fé,nhee,Héldu þeir þeim í hernað og varð gott til fjár um,fjár,
fé,nhee,Um morguninn fann Hallfreður,fjár,drepinn við brunninn
fé,nhee,Hún fékk til menn að færa allt féið á,fjár,upp og austur til Konungahellu og fór sjálf þangað
