LEMMA,TAG,SENTENCE,,
faðir,nkeþ,En er Þorbjörg vissi það sendir hún orð Lón-Einari,föður,sínum að hann skyldi taka vígsmálið eftir sonu sína og sækja sonu Þorgríms til fullra sekta ef þeir lifðu
faðir,nken,Einar var,faðir,Þorgerðar
faðir,nken,Annað fingurgullið hafði átt Magnús biskup föðurbróðir hans en annað Þorvaldur,faðir,hans
faðir,nkeþ,beiddist ríkis af Haraldi konungi,föður,sínum
faðir,nken,Hún nefndist fyrir þeim Gunnhildur og sagði að,faðir,hennar bjó á Hálogalandi er hét Össur toti
faðir,nken,» Hann var,faðir,Þórarins
faðir,nkeo,En er svo var komið að Þorgrímssynir voru mjög svo alheilir orðnir sinna sára spurðu þeir,föður,sinn hvað hann legði þeim til ráðs
faðir,nken,,faðir,Geirlaugar
faðir,nken,,faðir,Helga og Gríms Droplaugarsona
faðir,nken,En að lyktum sættust þeir og skyldi Hálfdan hafa Vingulmörk hálfa sem áður hafði haft Guðröður,faðir,hans
faðir,nkeþ,Sagði Þórólfur,föður,sínum hvað til tíðinda hafði orðið í förum hans um sumarið
faðir,nken,En þá er hann hafði verið biskup tuttugu og fjóra vetur sem,faðir,hans þá var Jón vígður til biskups
faðir,nken,Þorbjörn,faðir,þeirra og Hjalti Þórðarson er nam Hjaltadal
faðir,nkeþ,Hann sagði,föður,sínum það vandræði sem honum var til handa komið og bað hann til leggja með sér eitthvert ráð að honum þætti vænst að duga mundi
faðir,nken,Þá andaðist og Álfdís systir hans og sama vor andaðist Þorgils,faðir,þeirra
faðir,nken,Hákon setti Sigurð Hlaðajarl yfir öll Þrændalög svo sem hann hafði fyrr haft og Hákon,faðir,hans af Haraldi konungi hinum hárfagra
faðir,nken,,faðir,Marðar gígju
faðir,nken,Hann var,faðir,Aðalsteins hins sigursæla
faðir,nken,Þorgils var,faðir,Brodd-Helga
faðir,nkeo,Svo er sagt að Skúta kemur nú að máli við Þorstein bróður sinn og spyr hvort hann vill heldur vinna á Þóri eða setja ráðin til og sagði þá eiga honum mikla harma að gjalda er hann hafði drepið,föður,þeirra
faðir,nken,Leiðólfur var,faðir,Þórunnar
faðir,nken,Þá gekk út kona til kirkju og hafði sveinbarn í faðmi sér það er Hildibrandur var,faðir,að
faðir,nkeo,að kunna að segja þeim nokkuð af híbýlum Víga-Skútu að Mývatni og ráðið þeim ráð til hefnda eftir,föður,sinn og frændur « en mér er þaðan ókunnigt
faðir,nken,Þá sat Geitir,faðir,bónda á palli og þuldi í feld sinn
faðir,nken,Þá var andaður Grímur,faðir,Geirs og svo Högni móðurfaðir hans í Hagavík en þær Guðríður og Þorbjörg varðveittu bú á Grímsstöðum
faðir,nken,Þorgrímur Kárnsárgoði var,faðir,Þorkels kröflu
faðir,nkeo,» Síðan gekk fram Þórólfur son Skalla-Gríms og lagði til mörg orð og bað,föður,sinn að hann gæfi Birni eigi þetta að sök er þó hafði hann tekið við Birni
faðir,nken,hann var,faðir,Þorleifs
ferð,nveþ,og í þeirri,ferð,fékk hann Gunnhildar dóttur Össurar tota og hafði hana heim með sér
ferð,nveþ,Riðu þeir síðan heim til Staðar og lét Þorgils vel yfir þeirra,ferð,
ferð,nveþ,Svo er sagt að Áskell bjóst til ferðarinnar með tuttuganda mann og var í,ferð,með honum Vémundur og Háls
ferð,nveog,Erlingur byrjar þá,ferðina,úr bænum og hafði með sér allt bæjarfólk það er vígt var og vopnað og svo kaupmenn nema tólf menn er eftir voru að gæta býjarins
ferð,nveþ,Reið þá Einar heim en þeir Þorkell og Broddi léttu eigi sinni,ferð,fyrr en þeir komu austur í Vopnafjörð til búa sinna
ferð,nveþ,Grettir spurði hvað manna væri í,ferð,með honum
ferð,nven,Kveðst Þórður eigi mundu ríða fyrr undan en hann yrði var við Arnór og dvaldist,ferð,þeirra drottinsdag
ferð,nvfo,Sel voru á heiðunum og ríður Bjarni hjá selinu við þriðja mann og finnur eigi fyrr en þar var Þorkell fyrir honum við níunda mann og hafði hann haft njósn af um,ferðir,hans Bjarna
ferð,nven,Þeir Ólafssynir snúa aftur og þótti þeirra,ferð,allsköruleg vera
ferð,nveo,Hlenni var úti og bjó,ferð,húskarls síns en hann skyldi fara í Seljadal með kálfa
ferð,nven,Og nú er þeir Glúmur koma þar í nánd heyrir hann mannamál og skilur að nokkur njósn mun komin vera um þeirra,ferð,en vildi eigi láta teppa sig þar svo að hann mætti eigi þegar aftur snúa að hann vildi og snúa þeir nú aftur á leið þar til er þeir finna Eyjólf og förunauta hans á Hálsi
ferð,nveo,« Nú skalt þú búa,ferð,hennar heim með mér
ferð,nveo,býr nú,ferð,sína til Íslands
ferð,nveþ,Þar voru í,ferð,synir Bolla
ferð,nvfþ,Þann vetur fór Rögnvaldur jarl hið innra um Eiðsjó suður í Fjörðu og hafði njósnir af,ferðum,Vémundar konungs og kom um nótt þar sem heitir Naustdalur og var Vémundur þar á veislu
ferð,nvfo,En er Gamli varð þess var frá Melum gerði hann þeim Þorsteini og Gretti vissu um,ferðir,Hrútfirðinga
ferð,nveþ,Tók sá fyrst til orða er kominn var af Raumaríki og segir frá,ferð,Ólafs digra og þeim ófriði er hann gerði bæði í manna aftökum og manna meiðslum
ferð,nveo,Hann fagnaði Barða vel og spurði hvað hann hefði þá um árnað liðveisluna því að þeir höfðu áður gert ráð um,ferð,Barða
ferð,nveo,En er hann kom norður til fjalls þá byrjar hann,ferð,sína
ferð,nveþ,Þorgeir var úti og svo Kári og menn þeirra því að þeir kenndu,ferð,Halls
ferð,nveþ,En er hann var búinn hélt hann suður með landi og síðan vestur um haf og létti eigi,ferð,sinni fyrr en hann kom til Englands
ferð,nveo,Finnbogi kvaðst eiga,ferð,til Vatnsdals
ferð,nveo,Eftir um vorið byrjar Haraldur konungur,ferð,sína til Bjarmalands með miklu liði
ferð,nveog,Sáu menn,ferðina,af hvorutveggja landinu
ferð,nvfo,Endurnýjar hann þá,ferðir,sínar í Ögur til Þórdísar
ferð,nvfo,Guðrún spurði vandlega um,ferðir,hans en því næst að Kjartani
ferð,nveo,» Nú fara þeir yfir fjörð og koma á Hól og segja Gísla allt sem farið hafði um,ferð,þeirra og að Vésteins er þangað von
ferð,nveo,» Síðan lét konungur flytja,ferð,jarls upp á land
frændi,nken,,frændi,þeirra
frændi,nken,« Það er lítið gull,frændi,þeim konungi er tveggja konunga ríki á en þó munu sumir ifa um hvort þú átt þenna hring
frændi,nken,Hann var,frændi,Eyjólfs Þorsteinssonar
frændi,nkeo,að fé mun fram lagt fyrir,frænda,vorn til sæmdar því að hér viljum vér eigi sýna ójafnað
frændi,nkfn,,frændur,Melkólfs Skotakonungs « og eru kostir tveir af oss gervir
frændi,nkeo,Þótti Magnúsi sín eign gefin engum mun síður og ýfðist hugur hans mjög við það og þóttist mishaldinn af við,frænda,sinn
frændi,nkeo,Hún veik á við Önund að hún vildi kvæna Ólaf,frænda,sinn og vildi að hann bæði Álfdísar hinnar barreysku
frændi,nkfn,En í því áttu hlut vinir hans og,frændur,að heldur skyldi sættast en sekt kæmi á eða utanferð
frændi,nkfn,Það voru,frændur,og vinir Þorvarðs
frændi,nken,Þorkell,frændi,hans fylgdi honum jafnan
frændi,nken,og Þórólfur,frændi,hans og tveir húskarlar
frændi,nkfn,Hann segir Þorfinni jarli að hann var þess vís orðinn að Einar jarl ætlaði honum dauða ef eigi hefðu,frændur,hans og vinir honum njósn borið
frændi,nkfn,En er þeir,frændur,spurðu til vandkvæðis þessa
frændi,nkfn,Þá er Þórður hafði tvo vetur og tuttugu þá keypti hann skip í Knarrarsundi og vildi utan fara og heimta erfðir sínar þær er,frændur,hans höfðu átt í Sogni og konungur hélt og kvað Þórunni fara skyldu en hún kvaðst vilja eftir vera og kvað það ráðlegra
frændi,nken,Hann var,frændi,Þórðar Böðvarssonar
frændi,nken,Þá var andaður Ormur jarl,frændi,hans
frændi,nkfn,Mun þér þá verða ekki mein að oss frændum en hér í landi er þess von um alla þína daga að vorir,frændur,séu ríkastir
frændi,nkeþ,Þá er Björn hafði verið fimm vetur með Skúla,frænda,sínum bar það til tíðinda að skip kom í Gufárós
frændi,nkfn,Það hygg eg að hvert sinn er þú ríður norður og norðan komi þér í hug víg Þorkels háks en,frændur,hans sitja hér í hverju húsi og mun þér ótti af því standa
frændi,nken,,frændi,Þorsteins
frændi,nkeo,Og með,frænda,sinna ráði veikst hún eigi undan þessum ráðahag og giftist Þorgerður Herjólfi og fer heim til bús með honum
frændi,nkfn,Þetta bragð var til þess gert að,frændur,Bárðar sætu í friði fyrir hans sakar
frændi,nkfn,Glúmur var og þar og,frændur,Ingólfs nokkurir
frændi,nkeþ,Þegar Finnbogi fréttir það ríður hann til skips og fagnar vel Bergi,frænda,sínum
frændi,nken,Hann var,frændi,Þóris náinn og áþekkur honum í skapsmunum
fundur,nkeo,Hann kveðst ekki kunna að segja « og er eg nú kominn hið síðasta sinn á yðvarn,fund,frændi og lát nú verða að skörulegri liðveislu en eg mun því launa að eg mun aldrei krefja þig oftar
fundur,nkeo,Fór hann þá á,fund,Þorsteins og var þar um hríð
fundur,nkeo,Hann fór á,fund,Ásbjarnar þegar er lítt var lýst
fundur,nkeo,Þeir fóru á,fund,Grjótgarðs og fluttu til hans hið sama erindi
fundur,nkeþg,« Sýnist mér þetta illur draumur » og kvað hest mar heita « en mar er manns fylgja » og kvað rauða sýnast ef blóðug yrði « og má vera að þú sért veginn á,fundinum,ef þú ætlar þér goðorðið því að nógir munu þér þess fyrirmuna
fundur,nkeo,Hann fór til Noregs á,fund,Haralds konungs
fundur,nkeo,Hefir það mjög til haldið er eg hefi svo lengi dvalið að sækja yðvarn,fund,að eg ætlaði að afla mér húsaviðar
fundur,nkeo,Þetta var sagt Ólafi konungi að Íslendingar voru þar nokkurum skipum og heiðnir allir og vildu flýja,fund,konungs
fundur,nkeo,Hann fer á,fund,Ólafs og bauð Halldóri syni hans til fósturs
fundur,nkeo,Sturla vildi ekki annað en fara suður til Björgvinjar á,fund,Hákonar konungs
fundur,nkeo,Jarl segir Birni hvað hann hafði austan spurt en Björn segir enn hið sama að hann mun eigi fyrr aftur hverfa en hann hitti Svíakonung og segir að jarl hefir honum því heitið að hann skal fylgja honum á,fund,Svíakonungs
fundur,nkeo,Nokkuru síðar fór Þorkell Geitisson austur í Álftafjörð á,fund,Þorsteins Síðu-Hallssonar vinar síns og tók hann vel við honum
fundur,nkeo,Gekk þá Haraldur á,fund,Magnúss konungs frænda síns og varð þar fagnafundur svo sem Þjóðólfur segir
fundur,nkeo,Og fyrir því mun eg fara með þér á konungs,fund,að eg skil að gott mun á þann guð að trúa er svo er máttugur ef á nokkurn skal trúa
fundur,nkeþ,Hann kom saman,fundi,þeirra því að Sturla þótti þeir gnógu fjölmennir
fundur,nkeo,Þeir sóttu síðan austan á hans,fund,og játuðu honum hlýðni sinni og skattgjöfum og gerðust hans þegnar því að þeir spurðu gott til hans
fundur,nkeo,Flosi prestur Þóroddsson er bjó á Silfrastöðum og Björn prestur Ólafsson er bjó undir Felli í Skagafirði og komu þeir á,fund,Guðmundar
fundur,nkeþ,« svo að vér náum til þeirra ef menn eru þurftugir að ná vorum,fundi,og er nauðsyn á að duga þeim
fundur,nkeþ,En þegar þau gátu fengið sér stund til þá bar saman,fundi,þeirra og féll þar hvorutveggju vel í skap
fundur,nken,Þorsteinn kveðst ætla að þá skyldi verða,fundur,þeirra sá að hann þyrfti eigi að spyrja « skal nú vita hvort þú ert því hraustari sem þú þykist fyrir öðrum mönnum
fundur,nkeo,Síðan gekk Höskuldur á,fund,Hákonar konungs og kvaddi hann virðulega sem skaplegt var
fundur,nkeo,« Þá er þú kemur til Íslands þá far þú á,fund,Eyjólfs Guðmundarsonar vinar míns og hirðmanns og fá honum þetta fé
fundur,nkeo,En hinir voru allmargir er áður höfðu þegið af honum vingjafir stórar fyrir því að það var satt að segja frá Knúti konungi að hver er á hans,fund,kom
fundur,nkeo,þá gerði hann menn til hans og boðaði honum af löndum og bað hann fara útlægan sem Björn vin hans nema hann komi á konungs,fund,og leggi allt sitt mál á hans vald
fundur,nkeo,Þá sendir Bjarni menn á,fund,Þorkels
fundur,nkeo,á,fund,Valdimars konungs frænda síns
fundur,nkeo,Hann kemur á,fund,ármanns Sveins konungs þess er Áki hét og bað hann vista nakkvarra bæði fyrir sig og fyrir dýrið
fundur,nkeo,koma á,fund,Haralds jarls
fundur,nkeo,létti eigi ferð þeirri fyrr en hann kom um veturinn að jólum austur í Garðaríki og á,fund,Ólafs konungs og varð konungur allfeginn er Björn hitti hann
fundur,nken,Þætti mér sem þér mundi minnissamur,fundur,okkar
fundur,nkeo,Þeir fóru á,fund,Eyjólfs og bjóða honum sátt fyrir þingmann sinn
fundur,nkeog,Eftir,fundinn,var Þorgeiri það sagt að Höskuldur sonur hans var mjög sár og báðu menn hann skiljast við mál þessi og vera eigi í móti sonum sínum
fundur,nkeo,annaðhvort að fara á,fund,konungs og leggja allt á hans vald eða stefna af landi brott ellegar
fundur,nkeo,» Jarl fýsti þess að Þorkell skyldi fara austur til Noregs á,fund,Ólafs konungs
fundur,nkeo,Þá beiddist Vémundur að Örnólfur færi á,fund,Áskels með honum og vildi hann gjarna við taka málinu
fundur,nkeo,Fór Ögmundur á,fund,Víga-Glúms og sagði honum sína ferð
fundur,nkeo,Ekki fagnar Höskuldur þessum tíðindum og eigi fór hann á,fund,hans
fundur,nkeþ,» Á hverjum,fundi,er þeir hittust spurði Helgi að kistlinum en Geitir í mót að gullhringinum og greindi þá sýnt um og verður nú svo að hvor þeirra þóttist eiga marknað í annars garði og tók að fækkast með þeim
fundur,nken,Bolli mælti við Guðrúnu og bað hana ganga úr selinu í brott og segir að sá einn mundi,fundur,þeirra verða er henni mundi ekki gaman að verða
fundur,nkeo,Katla kvað hann farinn suður til Breiðavíkur « og mundi hann eigi forðast,fund,þinn ef hann væri heima því að vér treystum þér vel um drengskapinn
fundur,nkeo,« Ef þér vex allmjög fyrir augum að halda Stein þá far þú sjálfur með honum á,fund,Erlings föður míns eða fá honum það föruneyti er hann komist þangað í friði
fundur,nkeo,Hann fór þá á,fund,Haralds konungs og bar sættarorð millum þeirra og bað þá hvorntveggja þeirra bænar og þess að þeir skyldu sættast en konungar gerðu svo mikinn metnað hans að af hans bæn sættust þeir
fundur,nken,En er Sveinn konungur fékk njósn um för Tryggva þá er hann var vestan kominn þá sneri hann aftur norður með her sinn og varð,fundur,þeirra Tryggva fyrir innan Bókn í Sóknarsundi nær því er fallið hafði Erlingur Skjálgsson
fundur,nkeo,» Ísólfur gerði ferð sína á,fund,Þorkels og vissi hann gjörla að hann var kominn þar til reitingar en eigi til bótar
fundur,nkeþ,að þú munt láta verða hérað þetta með litlum sóma eða sýna þig á einhverjum,fundi,ykkrum nokkuru óslæra en þú hefir fyrr verið
fundur,nkeo,« Hann mun hér kominn og ætlar á,fund,þinn Björn og muntu vera kenndur fyrir oss og munum vér illa verjast af smáskipunum en menn ei haldinorðir en þeir hafa stórt skip og fjölda manna
fundur,nkeo,Ætluðu menn nú að hann mundi riðinn norður um land á,fund,Guðmundar hins ríka því að Kári lét Björn það segja nábúum sínum að hann hefði fundið Kára á förnum vegi og riði hann þaðan upp á Goðaland og svo norður á Gásasand og svo til Guðmundar hins ríka norður á Möðruvöllu
fé,nheþ,Ögmundur reið þegar að sjá yfir efni hans og vildi hann kalla það að Höskuldur mætti eigi annast ómagann fyrir,fjár,sakir
fé,nheo,Hann bauð þeim Guðmundi og Kolbeini að þeir skyldu frá hverfa því sinni og bauð þeim til þess öll,fé,sín
fé,nheo,Hitt veit eg að margir menn munu búnir að kaupa að þér hólminn og gefa þér,fé,fyrir en ráðlegra ætla eg vera að eg leysi til mín að eigi verði að bitbeini þér eða þeim er kaupa vilja
fé,nhen,En er,fé,hans tók að vaxa átti hann annað bú í Reykjarfirði
fé,nheo,« Berið þau orð mín Ólafi konungi að eg vil gefa honum orlof til þess að fara heim til Skotlands með lið sitt og gjaldi hann aftur,fé,það allt er hann tók upp að röngu hér í landi
fé,nheo,Handsalaði hann þá Þórði bróður sínum,fé,sitt allt til varðveislu en fyrir búið í Reykjaholti setti hann Guðnýju móður sína
fé,nhen,Hann sagði að honum þótti þetta,fé,vont og eigi svo að um þær skuldir er óvandlega var fyrir mælt að eigi yrði slíkt þá tekið « en eigi vil eg þetta fé konungi til handa taka
fé,nhen,En eftir samlag þeirra þá skyldi þá hálft,fé,eiga hvort þeirra við annað
fé,nheo,« Fara til þings og krefja höfðingja liðs og gefa þeim,fé,til
fé,nheo,Steinar bað hann liðs og bauð honum,fé,til
fé,nheþg,Var þar þá margt talað um fé Kols og þóttist Björn hafa nokkurar heimildir á hálfu,fénu,og talaði vel um að Sturla skyldi hafa þær sem honum líkaði en engi handsöl höfðu þeir að því
fé,nheþ,« en ekki munu frændur Grettis ausa,fé,fyrir hann eða verk hans ef honum kaupist enginn friður
fé,nhen,,Fé,þeirra var dautt flestallt
fé,nheo,Var Þórólfur í haug lagður og nokkurt,fé,honum til sæmdar
